length,references,links,citations_template,citations_non_template,categories,-1obox,images,l2_headings,l3plus_headings,languages,flesch,flesch_kincaid,smog,coleman_liau,ari,dale_chall,linsear_write,gunning_fog,spache
11280,20,61,11,9,11,1,0,5,0,0,44.5,16.6,-1,7.15,17.56,11.63,23.87,18.46,10.82
1297,0,11,0,0,1,1,0,2,0,0,64.73,11.34,-1,6.17,11.87,17.73,17.3,12.46,12.43
5424,3,49,0,3,2,1,1,3,0,1,53.2,11.91,-1,9.22,12.28,11.43,16.23,14.05,8.43
4809,4,36,3,1,1,1,2,6,0,1,66.92,9.9,-1,7.78,10.93,11.09,14.57,12.26,9.09
3003,3,29,0,3,5,0,1,5,0,0,44.88,12.7,-1,9.24,11.57,12.22,17.05,14.92,8.74
545,1,7,0,1,5,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
765,0,7,0,0,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
47299,109,229,11,98,19,1,4,5,10,0,43.46,14.5,15.9,10.94,16.07,11.39,20.29,16.8,9.17
3577,0,56,0,0,4,0,1,4,0,0,61.57,10.87,-1,5.24,9.34,12.38,15.2,12.55,9.11
23279,10,166,1,9,13,2,1,11,2,15,50.6,13.2,15.38,8.9,13.84,10.85,18.36,15.2,8.85
26910,27,34,0,27,2,0,0,6,4,4,48.6,12.88,14.31,10.4,13.86,10.31,17.29,14.96,8.45
8848,8,79,0,8,11,1,0,7,3,3,55.49,10.48,13.56,8.5,9.58,10.94,13.38,11.82,8.08
2843,1,20,0,1,3,1,0,5,0,0,56.29,10.53,-1,8.75,10.08,11.52,14.54,12.59,8.07
26408,66,84,41,25,4,0,0,6,5,0,44.95,14.08,15.07,10.01,14.91,11.34,19.37,16.46,9.11
40937,87,274,57,30,4,1,0,10,4,0,45.88,16.8,16.28,7.81,18.89,13.83,25.25,19.61,11.96
2106,0,19,0,0,3,0,0,0,0,1,56.81,9.47,-1,9.2,8.63,12.15,11.67,12.16,8.08
12293,25,28,12,13,2,1,1,7,0,0,29.14,17.46,17.51,13.54,20.08,12.57,23.1,18.97,10.49
21328,68,118,5,63,9,1,0,0,4,1,35.69,16.27,17.2,10.92,17.44,12.18,22.78,17.77,9.84
5740,1,35,1,0,6,1,0,7,3,0,44.47,11.81,14.22,11.75,11.8,11.78,13.59,12.11,8.09
7172,5,39,5,0,2,1,0,3,0,0,52.9,16.5,-1,5.43,18.38,13.77,25.23,19.03,12.66
10870,7,124,0,7,16,1,0,5,4,3,26.94,21.61,-1,7.02,22.7,16.06,34.3,25.0,13.91
8854,23,38,14,9,3,1,0,4,0,0,58.94,10.35,13.35,9.05,10.68,10.75,14.29,13.12,8.02
48910,95,424,0,95,8,0,20,11,9,0,48.04,11.69,16.03,9.96,11.08,12.74,14.73,13.05,8.73
34623,0,117,11,-11,6,4,0,0,0,4,53.21,12.53,15.77,10.04,14.15,11.58,17.81,15.26,8.98
4449,10,26,0,10,3,0,0,4,0,0,48.85,10.48,13.77,10.31,9.35,10.83,11.88,11.42,7.35
5615,8,49,7,1,16,1,0,4,0,1,53.15,11.9,-1,10.0,12.87,13.81,15.97,13.41,10.4
21349,48,178,0,48,3,1,0,10,0,0,67.64,7.87,12.22,7.3,6.95,11.09,10.4,9.65,7.63
22089,89,125,35,54,6,1,4,5,5,13,46.96,14.12,16.45,9.77,15.35,13.23,21.09,17.48,10.23
80367,126,201,50,76,15,0,1,8,38,25,37.03,14.19,17.88,12.92,15.28,12.41,18.14,16.9,8.87
13632,13,108,4,9,10,1,0,6,4,0,46.21,16.35,16.03,5.53,16.25,15.52,24.47,18.25,12.88
13766,12,48,11,1,5,1,0,4,0,2,41.18,15.79,17.28,10.11,17.35,12.86,22.9,18.87,10.55
45004,155,142,88,67,6,1,0,7,10,0,58.86,9.64,14.46,9.52,9.71,9.63,12.76,11.22,7.16
3867,0,58,2,-2,5,0,0,2,0,0,53.74,12.53,-1,6.66,11.59,12.73,18.0,14.7,9.5
20862,16,119,6,10,2,0,0,7,10,3,38.58,12.35,14.55,12.44,11.83,11.48,13.76,13.58,8.11
12415,21,65,14,7,8,0,1,7,5,0,45.94,13.69,14.55,10.78,15.03,13.13,18.19,15.21,10.08
23058,29,203,0,29,15,1,0,10,0,4,57.92,11.7,16.11,6.73,11.16,12.63,16.8,13.72,9.55
8831,5,99,2,3,8,1,0,5,1,12,57.22,12.42,13.71,6.23,12.0,14.8,18.21,14.66,10.89
18162,66,161,16,50,4,1,0,5,1,0,76.38,8.23,9.47,1.7,5.39,13.67,13.24,10.85,9.52
6117,11,90,3,8,10,1,0,3,0,0,67.66,9.16,-1,5.63,7.99,12.73,13.52,11.96,8.71
17061,29,114,19,10,8,1,0,7,4,6,60.68,10.22,13.45,10.47,12.04,12.05,14.38,11.78,8.66
36647,103,178,2,101,10,1,0,7,10,5,73.56,5.78,12.91,7.24,4.9,11.47,6.51,7.76,7.39
112071,214,578,153,61,16,1,0,8,19,26,46.88,13.12,18.74,11.4,14.65,13.23,17.36,14.62,9.86
25420,46,110,17,29,3,0,0,5,4,2,48.97,12.72,16.97,9.88,13.23,11.82,17.33,15.66,8.69
2662,0,23,0,0,2,0,1,3,0,0,85.86,5.11,-1,5.33,5.0,11.13,8.74,9.86,7.26
7657,0,96,0,0,4,1,1,4,0,6,43.19,13.15,14.84,9.23,11.97,12.31,16.82,14.08,8.76
27389,18,109,18,0,3,0,1,9,0,2,33.72,15.92,17.66,13.47,18.23,11.88,21.18,18.13,9.68
33935,88,188,51,37,6,1,3,6,2,16,51.93,13.6,16.2,8.6,14.77,12.54,19.89,16.46,9.9
20674,50,112,32,18,13,1,0,7,1,4,71.64,8.01,12.46,4.55,6.0,13.23,11.81,10.38,9.0
22826,6,149,5,1,2,0,1,4,4,0,50.67,13.76,14.93,8.63,14.76,10.27,20.12,17.22,8.67
29338,44,106,33,11,10,1,8,0,0,5,53.08,11.76,13.77,9.15,11.89,10.64,15.92,13.95,8.05
100883,221,550,132,89,2,1,1,13,10,104,40.95,15.18,17.43,11.05,16.82,13.97,21.33,16.98,10.48
15594,33,88,20,13,14,1,0,6,2,0,55.0,11.7,13.71,8.64,11.89,11.26,16.05,14.27,8.77
33890,96,160,22,74,8,1,4,5,3,3,54.55,10.37,12.63,10.42,10.66,10.22,12.88,12.45,7.75
6166,15,51,0,15,6,1,1,8,0,0,24.24,17.4,-1,14.14,19.08,12.47,21.78,16.48,9.76
5406,15,13,12,3,2,0,0,3,0,0,42.32,12.23,-1,12.45,12.59,10.79,14.12,13.95,7.91
58709,84,672,0,84,21,1,8,10,9,24,68.46,6.94,9.56,5.64,4.27,12.58,7.46,8.91,7.73
1593,0,12,0,0,1,0,0,4,1,1,33.79,10.83,-1,12.2,8.26,12.9,6.04,5.22,7.72
7043,0,89,0,0,4,0,22,2,0,0,52.3,13.59,-1,7.23,13.76,14.25,19.92,15.61,10.79
19310,25,142,22,3,4,1,0,3,0,0,47.64,14.36,16.11,9.02,15.41,13.25,20.91,17.63,10.37
17743,11,200,1,10,6,1,4,8,2,4,54.47,10.9,14.36,9.87,11.19,12.21,14.3,12.43,8.6
12544,5,144,0,5,9,0,0,0,0,4,55.82,11.96,13.77,8.31,12.36,13.69,17.12,14.68,9.7
5526,2,49,1,1,2,0,1,2,0,3,44.29,12.49,15.69,11.09,12.5,12.23,16.18,13.49,8.47
559,0,11,0,0,4,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11383,7,82,5,2,9,0,0,7,0,3,50.15,10.97,14.12,10.65,10.83,9.93,13.43,11.54,7.08
16519,9,126,0,9,7,1,0,6,0,6,50.78,11.3,14.98,8.69,10.03,11.84,14.45,13.17,8.14
792,2,6,0,2,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
5535,1,20,1,0,2,1,0,5,3,0,53.3,11.93,-1,11.38,14.07,12.04,16.58,12.89,9.28
9266,0,111,0,0,4,0,1,5,0,14,62.32,10.08,11.86,5.99,8.62,10.64,13.75,12.12,7.67
7941,24,51,1,23,7,1,0,6,0,0,57.67,12.12,-1,7.73,12.72,13.17,18.13,15.78,10.0
90644,170,554,0,170,16,0,12,9,13,10,56.9,9.48,12.04,9.66,9.04,11.37,11.58,10.83,7.6
22156,11,215,2,9,30,1,0,8,5,7,64.64,11.7,12.86,3.6,10.5,13.44,18.36,14.78,10.49
76625,242,441,32,210,15,0,1,10,12,17,41.54,15.93,15.65,10.23,17.84,12.76,23.47,18.94,10.17
5191,1,38,0,1,5,1,2,0,0,8,48.45,15.53,-1,6.97,16.37,14.78,24.24,18.38,11.74
16714,20,139,5,15,2,0,0,5,8,0,53.95,9.47,12.1,9.45,8.14,11.96,10.37,10.48,7.56
38346,96,108,22,74,5,0,1,12,0,0,39.45,14.82,17.12,11.82,16.32,11.18,19.91,16.13,8.77
1134,0,14,0,0,3,0,0,0,0,0,37.22,17.61,-1,7.86,18.12,15.36,26.67,21.33,12.36
6539,15,21,0,15,7,1,0,5,0,0,45.65,11.48,14.17,12.86,12.38,10.57,12.84,12.18,7.44
13074,27,66,0,27,5,0,1,7,3,0,49.31,11.64,13.61,11.03,12.16,11.12,14.8,13.27,8.36
60602,139,191,69,70,5,0,13,0,0,24,34.61,16.98,18.39,12.27,19.65,12.8,24.02,19.2,10.42
52124,13,107,0,13,1,0,9,10,2,0,61.63,6.13,9.81,8.12,4.66,12.71,3.29,3.82,6.74
118882,206,152,2,204,1,0,0,0,0,0,32.37,16.77,18.42,12.63,18.88,15.79,22.83,16.78,11.82
1213,2,1,1,1,0,1,0,1,0,0,44.43,11.87,-1,12.38,12.4,15.6,14.75,13.69,9.87
738,1,11,0,1,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
17464,5,131,0,5,12,1,0,8,5,0,63.65,10.73,12.34,6.51,10.65,12.25,15.64,13.12,9.27
1256,1,6,0,1,1,1,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3314,16,18,3,13,1,0,0,0,0,0,65.67,8.34,-1,8.77,8.48,13.66,10.5,9.37,8.47
41800,0,246,0,0,1,0,5,9,1,0,52.68,11.68,16.2,9.97,12.28,10.17,15.76,13.52,7.84
3209,7,21,2,5,4,1,0,2,0,0,10.64,25.99,-1,11.86,30.92,17.4,40.8,28.54,15.45
33276,29,135,1,28,9,1,1,9,20,4,51.76,10.59,15.29,10.12,10.12,11.56,13.0,11.35,8.05
51760,81,339,22,59,23,0,0,9,8,0,56.63,10.04,13.77,9.52,9.87,11.68,13.02,12.93,7.95
21250,8,78,7,1,1,0,1,3,0,0,43.8,12.23,12.91,10.3,11.24,11.02,14.41,11.65,7.9
40376,32,106,33,-1,6,1,7,7,3,12,39.3,14.91,15.82,11.34,16.07,11.64,20.26,17.22,9.2
14936,32,126,6,26,8,1,1,5,0,0,55.04,12.35,14.55,7.85,12.54,11.79,17.97,15.51,9.03
19888,53,45,3,50,6,0,0,6,0,0,43.46,15.03,14.93,10.55,16.83,11.3,21.16,17.76,9.25
27073,45,152,25,20,4,1,2,8,0,59,54.25,10.13,14.79,9.18,9.15,12.16,12.21,12.57,8.1
74384,235,236,4,231,12,0,12,7,17,14,47.93,13.25,13.45,9.86,13.97,11.22,18.03,15.54,8.65
18646,16,161,9,7,15,1,1,4,0,15,51.53,10.16,13.13,9.56,8.83,11.71,11.96,11.68,7.57
117250,428,505,64,364,20,1,0,12,15,58,60.86,9.5,14.74,9.07,9.62,11.19,12.6,12.4,7.56
76507,145,615,46,99,8,1,16,13,7,43,54.4,9.35,12.8,10.48,8.87,12.21,10.24,10.23,7.94
6406,0,39,0,0,5,0,0,1,0,1,44.3,11.29,13.82,10.51,9.81,11.78,12.45,12.28,7.7
2860,9,4,0,9,0,0,0,1,2,0,56.8,6.54,-1,6.57,3.71,14.67,2.62,5.19,7.17
18045,39,85,1,38,8,1,0,7,0,0,57.91,10.99,12.91,8.46,11.16,9.99,15.26,13.71,7.91
2669,4,11,2,2,5,1,0,1,0,0,46.72,12.25,-1,10.54,12.25,14.27,16.44,15.01,9.8
54529,187,236,61,126,14,1,0,13,10,9,46.67,12.43,14.22,9.66,11.86,11.35,15.85,14.21,8.31
5196,1,34,0,1,2,1,0,3,0,0,54.01,11.53,-1,8.81,11.43,14.09,16.26,15.88,9.69
10219,0,131,0,0,13,0,2,7,0,2,64.06,8.83,10.86,7.2,7.69,10.79,11.74,10.94,7.49
33414,97,188,27,70,5,1,0,10,2,11,65.27,8.15,13.92,7.52,7.04,12.33,10.17,9.28,8.42
21606,44,37,8,36,2,0,0,4,0,0,-102.34,71.11,-1,9.57,90.41,23.14,124.89,76.76,32.95
20237,23,56,30,-7,6,0,1,4,0,0,46.95,11.39,13.3,12.59,12.33,10.47,13.64,13.99,7.81
9240,2,141,0,2,26,0,1,1,0,1,47.93,14.93,-1,6.2,14.39,12.74,22.35,17.84,10.36
9225,15,55,3,12,2,1,0,5,0,0,61.93,10.27,12.22,7.73,10.26,10.19,14.27,12.69,7.7
69684,133,393,101,32,15,1,4,7,10,12,64.32,10.0,12.63,6.54,9.43,12.86,14.34,12.26,9.25
37466,95,150,36,59,3,1,0,7,0,3,43.75,13.47,15.38,10.82,14.03,10.79,17.5,15.35,8.54
1612,0,22,0,0,8,0,0,1,0,0,77.67,6.27,-1,5.06,4.82,11.41,8.69,9.24,7.18
4189,25,42,0,25,6,0,0,2,3,0,73.7,6.72,-1,6.06,5.44,11.2,8.85,8.19,7.35
31726,111,91,0,111,4,0,0,9,2,0,45.27,11.46,15.02,11.75,11.35,11.52,13.39,13.63,7.89
24552,67,78,38,29,5,1,1,0,0,3,47.53,13.04,14.41,11.11,14.44,11.04,17.11,14.99,8.64
84634,101,591,83,18,6,0,12,8,14,48,63.24,10.63,13.4,6.7,10.48,13.88,15.87,12.96,9.92
45662,104,252,24,80,21,1,0,7,20,0,48.5,12.06,16.45,9.84,11.8,11.2,15.99,13.43,8.28
22742,41,107,24,17,4,1,1,6,3,0,59.77,10.15,14.27,8.9,10.39,10.59,13.76,12.85,7.69
30739,24,161,0,24,2,2,2,7,10,0,63.26,8.48,14.79,4.18,4.45,14.81,10.86,11.62,8.98
19098,6,173,4,2,8,1,2,6,6,0,57.93,10.23,12.22,9.03,10.17,11.68,13.62,12.34,8.03
47988,94,226,67,27,33,5,0,7,8,0,47.02,12.94,16.61,10.58,13.69,11.85,16.85,14.78,8.88
2751,13,53,0,13,4,0,0,1,0,0,83.08,3.82,8.84,0.97,-0.86,11.72,4.5,5.32,6.42
63673,158,361,27,131,2,0,20,9,0,0,34.23,15.43,19.32,12.26,16.43,13.35,20.48,16.95,10.16
46587,98,99,59,39,4,1,4,12,2,5,51.15,12.02,11.54,10.94,13.32,10.4,16.0,14.3,7.99
6525,0,86,0,0,10,0,0,1,0,0,41.45,18.42,-1,7.89,21.0,11.13,27.89,21.21,11.09
18213,28,130,24,4,6,1,0,6,0,0,31.71,18.89,18.06,9.33,20.34,14.27,28.3,22.08,12.14
14387,16,139,0,16,9,1,5,7,1,0,51.18,11.61,14.07,7.44,9.73,13.71,14.81,11.26,9.06
13969,36,82,13,23,6,1,0,1,0,0,71.14,8.08,12.91,4.17,5.71,15.97,12.03,9.4,10.44
5392,4,21,1,3,1,1,0,0,0,0,-24.19,28.88,-1,17.42,31.33,19.4,40.81,31.16,15.45
7520,3,41,12,-9,4,4,2,5,2,1,41.86,18.13,-1,7.03,19.85,14.7,28.07,20.64,12.69
2298,0,16,0,0,1,0,0,3,0,0,73.33,5.96,-1,8.86,6.4,13.39,6.79,8.17,8.05
41631,65,130,29,36,7,0,0,9,5,0,53.95,11.09,13.3,10.6,11.99,10.55,14.43,12.99,7.75
36056,18,98,12,6,17,1,0,10,2,0,45.87,13.72,14.22,9.09,13.71,18.34,19.35,12.99,12.6
125484,327,652,237,90,8,1,7,5,18,25,28.71,18.5,19.42,13.02,21.65,13.84,26.55,21.07,11.49
41129,116,200,56,60,6,1,3,7,10,1,54.56,10.89,13.51,9.31,10.76,11.01,13.97,13.29,7.94
584,0,14,0,0,1,0,1,1,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
9585,53,45,0,53,5,0,0,6,0,0,62.77,7.21,10.13,9.02,6.21,12.02,6.51,7.19,7.37
6847,10,55,0,10,7,1,0,5,1,0,49.88,14.57,-1,8.29,15.89,14.46,20.96,15.12,11.55
51265,0,125,20,-20,4,1,0,0,0,9,16.76,18.61,20.3,14.76,19.9,11.45,23.85,19.55,9.57
43197,40,317,14,26,4,0,6,8,12,40,50.2,12.79,12.69,8.85,12.89,12.5,17.35,14.55,9.39
533,0,8,0,0,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
8608,7,43,0,7,3,1,0,4,1,0,48.99,13.07,15.07,10.26,14.23,12.14,18.01,14.21,9.48
30289,24,229,5,19,8,1,0,8,14,0,48.17,11.97,14.98,10.49,12.07,12.05,15.1,14.05,8.54
42338,74,326,0,74,4,0,10,14,2,34,51.3,12.08,13.24,10.02,12.72,11.34,16.12,13.9,8.34
1244,0,4,0,0,3,0,0,1,0,0,22.58,15.32,-1,17.41,17.17,11.95,17.08,15.76,8.51
22023,24,164,11,13,31,1,0,6,7,0,61.87,11.73,13.19,4.75,10.71,14.78,17.38,13.98,11.0
56671,175,141,51,124,1,0,3,8,10,0,56.97,11.78,14.31,9.82,13.53,10.7,16.64,13.68,8.29
18710,0,46,0,0,0,0,7,0,0,0,61.35,8.82,13.87,8.79,8.28,8.66,11.06,10.8,6.09
688,1,7,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
7934,7,49,5,2,9,1,0,5,2,1,62.02,9.89,12.75,9.14,10.7,11.59,13.99,12.13,8.24
16424,37,31,32,5,4,1,0,3,0,0,44.9,12.47,14.51,10.77,12.36,10.93,15.67,13.87,7.94
96811,288,539,19,269,25,3,16,12,37,74,30.61,18.44,18.84,11.89,21.18,12.84,27.74,20.77,10.97
12552,41,73,5,36,10,0,0,5,0,0,46.45,14.23,15.56,10.06,15.67,13.19,19.91,16.7,10.49
1919,0,14,0,0,3,0,0,1,0,0,77.12,6.03,-1,7.0,5.83,9.37,7.55,7.91,6.08
6392,1,34,0,1,2,2,1,2,0,3,46.82,12.48,13.82,10.06,12.34,10.24,15.7,14.19,7.8
12817,14,88,14,0,2,1,1,5,0,0,57.13,9.78,13.3,10.06,9.96,10.84,12.49,12.35,7.71
138507,287,800,60,227,1,0,0,10,29,82,39.15,15.56,17.88,11.14,17.14,12.05,21.91,18.1,9.67
12933,23,79,3,20,6,4,1,3,0,5,58.75,11.36,14.36,8.42,12.07,11.75,16.51,14.66,8.67
32293,69,166,14,55,10,1,1,6,7,0,37.93,13.87,17.28,11.57,13.83,11.81,17.55,15.25,8.51
4375,10,37,0,10,2,1,0,4,0,0,63.02,7.99,-1,8.22,6.79,12.01,8.88,9.77,7.94
99270,234,371,43,191,21,1,0,17,11,0,44.72,13.02,17.16,11.25,13.76,10.94,17.47,14.73,8.4
12938,21,55,14,7,3,1,0,6,0,0,57.45,11.36,14.55,8.26,11.6,11.33,15.98,13.67,8.51
1743,0,14,0,0,1,1,0,2,0,0,43.42,14.7,-1,10.33,15.97,13.31,20.14,16.94,10.66
2263,0,9,0,0,4,1,0,3,0,0,45.44,9.82,-1,12.34,9.14,14.08,7.71,9.71,8.66
11466,17,104,11,6,8,1,0,5,4,5,45.44,12.62,16.36,9.85,12.05,12.75,16.97,14.58,8.97
35318,64,168,1,63,10,0,9,0,0,38,44.71,12.92,15.11,10.82,13.22,11.79,16.57,14.78,8.52
5871,10,47,3,7,5,1,0,5,0,0,57.84,12.17,-1,6.8,12.12,14.17,18.47,16.34,10.52
11802,3,35,0,3,1,0,1,9,6,0,54.23,10.0,11.21,10.41,9.91,9.91,11.77,12.36,6.77
21311,41,152,30,11,6,1,1,6,4,2,27.16,20.3,18.06,11.93,24.01,15.09,28.57,21.17,12.99
4098,0,35,2,-2,10,0,0,5,0,0,54.31,11.35,-1,9.72,11.88,12.36,16.02,12.36,8.95
917,1,11,1,0,6,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
41162,91,288,38,53,6,0,14,10,0,5,47.5,12.93,14.51,10.23,13.52,12.28,17.57,14.45,9.21
4941,1,52,0,1,5,1,1,5,0,0,57.85,13.05,-1,8.37,15.13,11.48,19.57,15.18,9.41
6150,12,53,5,7,1,1,10,0,0,0,58.51,10.52,-1,11.34,12.72,12.56,14.56,12.74,9.05
853,0,18,0,0,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
134360,179,534,153,26,4,0,19,17,22,27,45.55,13.14,17.08,11.22,14.19,13.18,17.47,16.44,9.33
4292,4,29,0,4,2,0,0,5,0,2,35.86,14.15,-1,11.39,13.67,11.97,18.41,14.52,8.85
29368,0,306,0,0,3,0,1,4,8,0,48.94,22.27,9.3,-5.25,20.59,21.33,34.36,26.91,18.17
24653,41,92,6,35,4,0,0,8,0,5,53.15,11.87,12.22,10.29,13.04,11.26,15.79,13.93,8.31
13891,10,91,10,0,9,1,0,6,0,2,46.6,12.36,14.46,10.98,12.77,12.16,16.11,13.83,9.04
34235,92,192,26,66,11,1,0,6,4,0,47.58,14.35,15.69,9.55,15.83,12.84,21.16,16.5,10.19
2657,2,42,2,0,11,0,0,3,0,0,74.68,6.76,-1,2.62,2.99,12.03,8.56,9.28,7.63
43924,13,232,8,5,16,1,8,6,6,15,40.56,15.15,15.38,9.38,15.32,13.0,20.94,17.04,10.14
30157,38,160,10,28,7,1,3,7,0,13,7.47,22.81,21.46,16.72,27.36,15.48,32.95,23.49,12.93
46793,92,191,65,27,10,1,4,3,2,16,41.58,14.5,17.43,11.99,16.39,13.32,19.44,16.01,10.43
37304,155,191,51,104,7,0,0,9,0,0,48.62,12.42,16.4,10.3,12.88,13.24,16.37,14.21,9.33
8186,2,23,0,2,2,1,0,5,0,0,9.91,20.75,-1,13.99,21.67,16.07,27.15,17.44,12.27
54126,175,228,66,109,10,2,2,5,4,1,49.65,12.09,18.39,11.58,13.56,11.78,15.52,14.04,8.74
1938,3,31,0,3,3,0,1,1,0,3,53.19,9.77,-1,8.63,7.83,13.26,11.25,11.45,8.48
1885,1,13,1,0,5,1,0,0,0,0,29.01,17.68,-1,7.67,15.79,18.3,24.75,20.68,13.05
2315,0,9,0,0,3,0,0,3,0,4,66.61,13.39,-1,-0.66,11.05,18.89,22.0,16.81,13.65
1367,0,11,1,-1,3,0,0,0,0,0,81.24,5.18,-1,6.36,4.87,11.99,7.56,8.02,7.49
1481,0,24,0,0,3,1,1,1,0,0,20.41,19.15,-1,10.87,18.91,16.22,26.67,22.3,12.26
116519,214,307,137,77,6,0,0,12,35,29,35.04,14.67,16.36,13.28,15.96,12.21,19.15,18.24,9.1
17818,27,93,12,15,7,1,0,8,0,0,56.1,11.26,14.31,9.86,12.31,11.41,15.33,14.04,8.42
5758,0,6,0,0,1,1,0,1,0,0,48.07,12.27,14.36,11.96,13.78,12.17,16.02,12.22,8.72
232,0,1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
10435,26,63,3,23,3,1,1,5,0,0,41.94,13.6,15.56,11.71,14.5,11.62,17.85,15.96,9.01
30662,84,136,17,67,4,1,2,9,3,12,54.11,11.35,13.51,9.59,11.74,11.07,14.96,13.41,8.2
20649,37,154,4,33,6,1,2,5,0,0,41.36,16.62,16.28,9.29,18.44,11.39,24.25,19.68,10.17
48647,68,300,29,39,7,1,2,13,6,0,47.31,13.21,14.12,9.95,13.79,13.01,18.02,16.33,9.5
17680,2,133,1,1,3,0,3,10,6,17,57.55,11.01,13.08,8.99,11.52,9.94,15.06,13.38,7.89
10842,26,76,6,20,8,0,0,7,0,0,48.61,11.01,15.29,10.07,10.05,11.48,13.91,12.48,7.8
26988,33,136,2,31,9,1,1,6,16,3,44.95,13.48,16.16,10.36,14.0,11.88,18.41,15.55,9.01
35856,79,155,1,78,6,0,7,8,4,41,44.26,15.32,12.63,9.6,16.88,11.38,22.68,18.95,9.52
8685,13,62,2,11,3,4,1,5,0,0,57.78,11.85,13.87,7.98,12.41,11.74,17.5,14.42,8.99
2236,0,2,0,0,0,4,1,1,0,0,-3.09,35.86,-1,7.54,44.02,17.42,57.5,40.86,19.55
73415,29,636,5,24,5,0,4,10,21,123,50.18,11.31,11.54,9.9,10.87,11.63,14.2,13.32,8.08
33799,83,154,16,67,2,0,4,10,0,3,47.2,13.43,12.1,10.26,14.45,11.44,17.85,14.98,8.85
25262,117,101,19,98,2,0,7,2,2,0,45.85,14.94,15.77,10.03,16.89,12.03,22.27,17.15,9.83
4595,14,16,3,11,4,0,0,5,0,0,37.76,15.67,-1,10.44,16.43,12.97,21.82,18.65,10.38
5316,3,24,0,3,1,0,0,3,3,0,48.49,11.76,14.46,10.31,11.6,9.92,14.87,13.96,7.66
6648,0,65,0,0,6,0,0,1,0,4,22.61,27.33,-1,6.72,33.05,18.57,41.12,30.47,17.53
29445,95,166,40,55,11,1,0,3,1,11,55.36,11.4,14.36,8.51,11.31,10.6,15.54,14.3,8.01
18792,0,93,16,-16,6,0,0,4,0,0,38.34,16.09,19.69,10.98,17.86,14.17,22.84,17.94,10.94
9481,5,39,0,5,7,2,0,6,0,0,32.39,23.25,-1,6.0,26.84,17.22,35.88,27.1,15.76
40492,53,207,0,53,1,0,0,7,8,7,45.0,12.02,14.55,11.5,12.12,11.23,14.7,14.15,8.02
1811,3,24,0,3,3,1,0,4,0,0,41.65,20.4,-1,4.43,22.38,17.76,32.17,23.45,15.31
28560,62,116,13,49,2,1,0,6,4,0,48.72,11.5,15.43,10.52,11.34,11.06,14.69,14.13,7.91
77508,163,582,73,90,6,1,20,9,0,96,46.52,11.68,18.35,10.21,10.84,12.31,14.47,13.39,8.47
36444,112,183,54,58,11,1,3,7,4,23,48.29,15.81,14.98,7.11,17.0,11.99,23.62,18.88,10.62
10808,32,50,2,30,3,1,0,6,0,0,58.5,11.44,12.75,6.9,10.95,13.91,16.17,13.13,10.26
4967,13,26,7,6,0,0,0,7,0,0,55.7,9.08,11.86,11.95,9.91,11.98,8.91,8.93,8.08
789,0,8,0,0,2,0,0,1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2626,0,40,0,0,6,1,0,3,0,1,50.78,11.34,-1,7.37,9.06,14.31,14.58,11.74,9.38
28937,69,191,24,45,5,1,6,8,6,5,63.33,9.79,13.97,7.59,9.61,9.76,13.6,12.15,7.43
6755,13,17,0,13,3,2,0,6,0,0,29.84,21.42,-1,9.16,24.85,16.2,32.57,24.23,14.16
17544,11,166,0,11,5,1,0,10,8,0,65.74,7.91,12.97,5.13,4.82,13.35,8.75,8.36,8.41
15054,0,131,0,0,4,1,0,6,0,9,24.56,26.2,17.66,5.12,29.99,19.36,40.44,29.19,17.7
9542,0,106,0,0,8,1,1,6,0,9,45.33,13.74,15.95,9.19,13.69,12.02,18.93,15.83,9.0
1285,2,5,0,2,2,0,0,1,0,0,42.06,13.11,-1,11.51,13.43,10.86,17.0,13.77,8.1
19429,7,170,1,6,5,0,4,9,3,5,47.43,12.69,16.49,11.02,13.67,11.96,16.94,15.03,8.69
36506,109,265,68,41,9,1,3,7,4,10,60.73,10.82,13.82,7.09,10.49,12.01,15.85,13.54,8.9
17662,10,90,1,9,2,1,0,7,1,0,52.5,10.49,12.04,9.8,9.87,14.34,13.09,11.23,9.38
1895,2,27,0,2,1,1,2,2,0,0,73.68,8.04,-1,4.51,6.57,13.45,12.17,10.37,9.05
1932,0,17,0,0,6,0,0,3,0,2,56.29,9.12,-1,7.46,6.5,12.42,10.22,10.79,7.64
